,Translated_Category,Translated_Resume;;;
Plateforme .Net;;;
;;;
Description:;;;
Risque de credit - (Systeme de gestion de la verification du credit client);;;
Credit Risk est une solution logicielle specialement conçue pour verifier l'etat de credit du client aupres duquel les entreprises sont acquises. Le logiciel est essentiellement conçu pour prendre en compte le KYC et le consentement du client. Pour les clients qui donnent leur consentement, le rapport de credit et le rapport de surveillance sont obtenus aupres du bureau de credit. Sur la base des rapports, la sante des clients peut etre determinee et les affaires avec eux peuvent etre interrompues ou interrompues.nu.;;;
;;;
Experience professionnelle 3 :;;;
entreprise - Capgemini India Pvt Ltd;;;
description - Client : DB Schenker â Analyser les exigences commerciales et definir des specifications coherentes, correctes et completes â Gestion des propositions de changement ; Estimation des efforts, analyse de l'impact et des ecarts â Participer activement à la mise en œuvre et aux tests des propositions de changement et definir les moyens d'amelioration â Analyse des defauts et clarification des requetes fonctionnelles des membres de l'equipe et des developpeurs â Preparer le document d'exigences, le manuel d'utilisation, les tests cas et materiel de formation â Transferer les connaissances sur les processus metier aux membres de l'equipe. Preparer le flux de travail des processus metier/fonctionnels à l'aide de Visio, UML, etc. â Connaissance pratique du concept OOAD - Analyse et conception orientees objet.;;
â Aider les Junior BA dans leur travail. Superviser leur travail.;;;
â Outils et applications : architecte systeme, DOORS, conceptions et concepts UML, HP Quality Center, MWB, Jformdesigner â Gestion des tests : creation de donnees de test, redaction de cas de test, execution de cas de test (manuel), tests de regression à differentes etapes dans le SDLC;;;
;;;
details du projet;;;
entreprise - Capgemini India Pvt Ltd;;;
description - Plateforme Java;;;
;;;
Description:;;;
TANGO - (Systeme de gestion du fret maritime et aerien);;;
TANGO est une solution logicielle specialement conçue pour la gestion du fret maritime et aerien (Import & Export). TANGO gere la creation de l'expedition, le suivi de l'expedition via plusieurs segments de service, à savoir l'enlevement, le segment de livraison, etc. Il aide à gerer l'expedition de bout en bout en ce qui concerne l'implication de l'ensemble du departement (à l'echelle mondiale).;;;
;;;
Experience professionnelle 2 :;;;
entreprise - Capgemini India Pvt Ltd;;;
"description -""";;;
"406,Analyste d'affaires,""Competences informatiques : Outil de modelisation d'exposition de zone : Bizagi, Outil de prototypage MS Visio : Indigo Studio. Documentation : MS Office (MS Word, MS Excel, MS Power Point) Competence en tests : Smoke, Sanity, Integration, Functional, Acceptance et UI Methodologie mise en œuvre : Waterfall, Agile (Scrum) Base de donnees : SQL Outil de test : HPQC Business Exposure Details de la formation";;;
 Baccalaureat en genie informatiqueGenie informatique Mumbai, Maharashtra Thadomal Shahani Engineering College;;;
 Diplôme d'ingenierie informatique Ulhasnagar, Maharashtra Institute of Technology;;;
 Certificat d'etudes secondaires Ulhasnagar, Maharashtra New English High School;;;
Analyste d'affaires senior - RPA;;;
;;;
Analyste d'affaires senior - RPA - Hexaware Technologies;;;
Details des competences;;;
DOCUMENTATION- Experience - 47 mois;;;
TEST - Experience - 29 mois;;;
INTEGRATION- Experience - 25 mois;;;
INTEGRATEUR- Experience - 25 mois;;;
PROTOTYPE - Experience - 13 moisDetails de la societe;;;
entreprise - Hexaware Technologies;;;
description - Travailler en tant qu'analyste commercial RPA;;;
entreprise - BBH- Brown Brothers Harriman & Co;;;
description - est une banque privee qui fournit des services bancaires commerciaux, de gestion de placements, de courtage et de fiducie aux entreprises privees et aux particuliers. Elle propose egalement des services de conseil en fusion, de change, de garde, de banque commerciale et de financement d'entreprise.;;;
;;;
Responsabilites : â¢ Evaluation de l'automatisation effectuee de divers processus et processus identifies qui peuvent etre candidats à la RPA.;;;
• Realisation d'une evaluation qui implique une comprehension initiale du systeme existant, de sa technologie, de ses processus, de l'utilisation des outils, de la faisabilite de l'outil avec un outil d'automatisation ainsi que d'une analyse du retour sur investissement de l'automatisation.;;;
â¢ Preparer la fiche de potentiel d'automatisation qui decrit les etapes du processus, le volume et la frequence de la transaction, l'AHT prise par la PME pour effectuer le processus et en fonction des etapes qui pourraient etre automatisees, le potentiel d'automatisation et les efforts manuels qui seront sauvegardes sont calcules.;;;
Le calcul de la complexite du processus pris en compte pour l'automatisation et en fonction de tous ces facteurs, le nombre de robots et le nombre de licences d'outils d'automatisation sont determines.;;;
• Mettre en œuvre une preuve de concept (POC) pour valider la faisabilite en executant les cas d'utilisation critiques selectionnes pour mener un POC qui aidera à identifier les avantages financiers et operationnels et à fournir des recommandations concernant le besoin reel d'une automatisation complete.;;;
• Recueillir les exigences commerciales en menant des entretiens detailles avec les utilisateurs professionnels, les parties prenantes et les experts en la matiere (PME). • Preparer le document sur les exigences commerciales, puis convertir les exigences commerciales en specifications des exigences fonctionnelles.;;;
 • Construire un prototype des le debut pour obtenir une conception acceptable pour le client et realisable.;;;
• Aider à la conception de plans de test, de scenarios de test et de cas de test pour les tests d'integration, de regression et d'acceptation utilisateur (UAT) afin d'ameliorer la qualite globale de l'automatisation.;;;
â¢ Participer regulierement aux reunions de revue et de revue avec le chef de projet, les ingenieurs QA et l'equipe de developpement.;;;
â¢ Interagir regulierement avec les equipes de developpement offshore et onshore.;;;
entreprise - FADV - Premier Avantage;;;
description - est une societe de verification des antecedents criminels qui propose des solutions globales allant des verifications d'emploi à la verification des antecedents.;;;
Voici les processus qui ont ete couverts :;;;
Processus de courrier electronique, processus de recherche, processus d'examen.;;;
;;;
Responsabilites : â¢ Recueillir les exigences en menant des entretiens et des seances de brainstorming avec les parties prenantes. â¢ Developper des modeles de decision et executer ces regles conformement aux specifications du cas d'utilisation.;;;
• Tester/valider les modeles de decision par rapport aux donnees de test du document.;;;
• Maintenir et ameliorer les modeles de decision pour les changements de reglementation conformement aux specifications des cas d'utilisation.;;;
â ¢ Responsable d'effectuer la recherche commerciale qui permettra la croissance de l'entreprise.;;;
• Developper une comprehension claire des fonctions et des processus commerciaux existants.;;;
â¢ Communiquer efficacement avec les clients sur place pour les requetes, les suggestions et les mises à jour.;;;
â¢ Donner des suggestions pour ameliorer les processus actuels.;;;
• Identifier les domaines d'amelioration des processus.;;;
• Signaler les problemes potentiels à un stade precoce.;;;
â¢ Preparer des presentations PowerPoint et des documents pour les reunions d'affaires.;;;
• Utiliser toute information recueillie pour rediger des rapports detailles.;;;
• Mettre en evidence les risques et les problemes qui pourraient avoir un impact sur la realisation du projet.;;;
• Capable de travailler avec precision.;;;
• Developper et maintenir la documentation pour la formation de l'equipe interne et les operations des utilisateurs finaux des clients.;;;
â¢ Travailler efficacement avec les membres de l’equipe et entre les equipes.;;;
• Encadrer et former les membres juniors de l'equipe.;;;
entreprise - Tests cliniques, travaux de laboratoire et tests de diagnostic;;;
description - IQVIA fournit des services à ses clients, notamment : des tests cliniques, des travaux de laboratoire et des tests de diagnostic en cours d'essai clinique. Ces clients doivent payer à IQVIA et aux details du vieillissement etDes factures sont generees pour cela.;;;
Voici les processus qui ont ete couverts :;;;
;;;
Suivi des paiements, rapports automatises de mesures en temps reel (tableau de bord), notifications en souffrance, releves AR, credit/refacturation.;;;
Responsabilites : · Organiser des reunions avec les clients et les principales parties prenantes pour recueillir les exigences, les analyser, les finaliser et obtenir les approbations formelles des approbateurs. Rassembler et effectuer une analyse des exigences commerciales. · Traduire les exigences commerciales dans le document sur les exigences commerciales [BRD]. , Document d'exigences fonctionnelles [FRD].;;;
â¢ Faciliter les reunions avec les experts en la matiere appropries dans les equipes commerciales et technologiques â¢ Coordonner avec la communaute des utilisateurs professionnels pour l'execution des tests d'acceptation des utilisateurs ainsi que le suivi des problemes â¢ Travailler, collaborer et coordonner avec les equipes offshore et sur site les membres doivent assumer les responsabilites de BA depuis le lancement du projet jusqu'à la post-implementation. • Reviser les scripts de test avec les utilisateurs professionnels ainsi qu'avec l'equipe technologique. Executer des scripts de test avec les resultats attendus pour le test d'integration systeme (SIT) et le test d'acceptation utilisateur (UAT). types de representations de systemes ou de processus • Gerer les modifications apportees aux exigences et aux references via un processus de contrôle des changements • Utiliser des methodes standard, des outils de conception et de test tout au long du cycle de vie du developpement du projet • Travailler en etroite collaboration avec les equipes fonctionnelles operationnelles, la direction des operations, et du personnel, ainsi que diverses equipes technologiques pour faciliter une comprehension commune des exigences et des priorites dans tous les domaines;;;
entreprise - Solution informatique Eduavenir;;;
description - Projet : M.B.M.S;;;
;;;
M.B.M.S. - est une application de gestion des stocks qui permet à l'utilisateur de gerer les details de l'inventaire de differents entrepôts, en plaçant differents produits à differents endroits et en aidant à extraire les marchandises achetees, vendues ou retournees par les clients. Il genere des factures automatisees ainsi que des rapports personnalises. Il gere egalement la mise en œuvre du systeme de reclamation et de resolution des clients ainsi que le MIS automatise sur une base mensuelle. Les ventes et les previsions sont egalement developpees sur le systeme MIS et la rationalisation du processus d'entreposage et d'expedition ainsi qu'un systeme de gestion de la preuve de livraison en ligne (documentation POD) sont generes.;;;
;;;
Responsabilites : · Participer à la discussion sur la collecte des exigences avec le client pour comprendre le flux des processus metier. · Analyser les exigences et determiner les processus de base, developper la documentation des processus et s'assurer de rester à jour en conjonction avec les changements en cours. â¢ Participer à l’analyse du flux de processus et à la preparation du BRD, SRS.;;;
â¢ Coordonner avec les developpeurs, les concepteurs et les equipes d'exploitation pour diverses nuances du projet, communiquer les exigences des parties prenantes depuis les exigences/ameliorations jusqu'à la mise en œuvre et enfin livrer la meme chose dans les delais estimes.;;;
â¢ Soutenir l'UAT en examinant les cas de test, en gerant le contrôle de version des documents et les versions de logiciels.;;;
â¢ Coordonner avec les parties prenantes pour la signature de l'UAT et coordonner en interne le mouvement de production jusqu'à l'etape Golive de la demande.;;;
â¢ Fournir une demonstration et une formation aux utilisateurs internes et finaux à l'aide d'une presentation PowerPoint.;;;
â¢ Resoudre les problemes fonctionnels et techniques du projet pendant l'UAT.;;;
â¢ Prioriser les bugs de production et les resoudre dans les delais estimes.;;;
â¢ Preparer le rapport sur l'etat du projet et l'etat des bogues de production pour toutes les parties prenantes.;;;
â ¢ Promotion et mise en reseau pour la plateforme de trading en ligne.;;;
• Conception d'une feuille de requete pour l'obtention et la comparaison des devis de differents fournisseurs.;;;
â¢ Developpement de codes produits / codes materiaux pour la gestion des stocks (Master Data Management);;;
societe - Siege social de CAPGEMINI;;;
description - Type : Tests de mobiles et d'appareils. Duree : janvier 2014 - août 2014;;;
;;;
Follet - Une application qui prend une demande electronique de l'utilisateur pour les livres dont il a besoin dans un magasin Follet particulier. Ces informations detaillees sur les livres qui comprendront le nom du livre, son prix, la date de la transaction et les parties impliquees seront ensuite envoyees aux magasins Follet. L'utilisateur cree ensuite une demande pour un ou plusieurs livres pour une date donnee. Cette demande est ensuite traitee davantage et l'utilisateur reçoit un courrier indiquant la date à laquelle il recevra ce livre.;;;
